Title,Price,Image URL
Salsa pesto alla genovese Barilla sin gluten tarro 190 g.,"3,39 €",https://static.carrefour.es/hd_350x_/img_pim_food/231082_00_1.jpg
Lenteja categoria extra Simpl 1 kg.,"1,55 €",https://static.carrefour.es/hd_350x_/img_pim_food/171966_00_1.jpg
Aderezo de limon exprimido Carrefour 250 ml.,"0,89 €",https://static.carrefour.es/hd_350x_/img_pim_food/331242_00_1.jpg
Mayonesa Heinz envase 400 ml.,"3,15 €",https://static.carrefour.es/hd_350x_/img_pim_food/704996_00_1.jpg
Ravioli de ricotta y espinacas al huevo Carrefour 250 g.,"1,69 €",https://static.carrefour.es/hd_350x_/img_pim_food/831739_00_1.jpg
Lentejas cocidas sin sal anadida categoria Extra Carrefour 400 g.,"0,84 €",https://static.carrefour.es/hd_350x_/img_pim_food/709624_00_1.jpg
Guacamole Carrefour Bio tarrina 200 g,"1,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/285042_00_1.jpg
Pasta macarron rigatoni Garofalo 500 g.,"1,70 €",https://static.carrefour.es/hd_350x_/img_pim_food/982057_00_1.jpg
Tomate frito sin azucares anadidos contenido reducido en sal Carrefour tarro 550 g.,"1,08 €",https://static.carrefour.es/hd_350x_/img_pim_food/854872_00_1.jpg
Fideo no4 Gallo 450 g.,"1,42 €",https://static.carrefour.es/hd_350x_/img_pim_food/556415_00_1.jpg
Placas para lasana precocidas Carrefour 250 g.,"0,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/290377_00_1.jpg
Salsa de queso Sensation Carrefour 300 g.,"1,75 €",https://static.carrefour.es/hd_350x_/img_pim_food/696529_00_1.jpg
Harina de maiz Randimpak 1 kg.,"2,75 €",https://static.carrefour.es/hd_350x_/img_pim_food/385434_00_1.jpg
Arroz redondo Brillante Sabroz 1 kg.,"2,69 €",https://static.carrefour.es/hd_350x_/img_pim_food/698871_00_1.jpg
Perejil Carrefour 10 g.,"0,49 €",https://static.carrefour.es/hd_350x_/img_pim_food/851268_00_1.jpg
Ketchup light Carrefour envase 540 g.,"1,61 €",https://static.carrefour.es/hd_350x_/img_pim_food/438868_00_1.jpg
Alubias rojas cocidas Classic Carrefour 400 g.,"1,05 €",https://static.carrefour.es/hd_350x_/img_pim_food/784128_00_1.jpg
Salsa cesar Carrefour envase 300 g.,"1,16 €",https://static.carrefour.es/hd_350x_/img_pim_food/247396_00_1.jpg
Arroz redondo integral para microondas Classic Carrefour sin gluten pack de 2 unidades de 125 g.,"1,15 €",https://static.carrefour.es/hd_350x_/img_pim_food/099187_00_1.jpg
Lenteja categoria extra Carrefour 1 kg.,"1,88 €",https://static.carrefour.es/hd_350x_/img_pim_food/201629_00_1.jpg
Arroz basmati Sundari 1 kg.,"3,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/935338_00_1.jpg
Espaguetis integrales Carrefour 500 g.,"1,11 €",https://static.carrefour.es/hd_350x_/img_pim_food/447234_00_1.jpg
Maravilla Carrefour 500 g.,"0,73 €",https://static.carrefour.es/hd_350x_/img_pim_food/229681_00_1.jpg
Mostaza Orlando sin gluten envase 290 g.,"1,68 €",https://static.carrefour.es/hd_350x_/img_pim_food/002259_00_1.jpg
Pimienta negra molida Carrefour 45 g.,"0,65 €",https://static.carrefour.es/hd_350x_/img_pim_food/851260_00_1.jpg
Arroz integral para microondas Brillante pack de 2 unidades de 125 g.,"1,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/580798_00_1.jpg
Arroz largo vaporizado Brillante 1 kg.,"1,90 €",https://static.carrefour.es/hd_350x_/img_pim_food/002279_00_1.jpg
Salsa barbacoa Carrefour envase 400 g.,"1,27 €",https://static.carrefour.es/hd_350x_/img_pim_food/389941_00_1.jpg
Tomate frito Orlando sin gluten brik 780 g.,"1,94 €",https://static.carrefour.es/hd_350x_/img_pim_food/028900_00_1.jpg
Alubias blancas cocidas Simpl 400 g.,"0,66 €",https://static.carrefour.es/hd_350x_/img_pim_food/203416_00_1.jpg
Salsa pesto Gallo sin gluten tarro 190 g.,"2,53 €",https://static.carrefour.es/hd_350x_/img_pim_food/912967_00_1.jpg
Macarrones integrales Carrefour 500 g.,"1,11 €",https://static.carrefour.es/hd_350x_/img_pim_food/447235_00_1.jpg
Salsa mexicana suave Sensation Carrefour 300 g.,"1,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/696578_00_1.jpg
Tomate frito con aceite de oliva Solis pack de 2 tarros de 460 g.,"3,89 €",https://static.carrefour.es/hd_350x_/img_pim_food/019648_00_1.jpg
Salsa ligera con aceite de girasol Carrefour 500 ml.,"1,40 €",https://static.carrefour.es/hd_350x_/img_pim_food/013497_00_1.jpg
Espirales tricolor Carrefour 1 kg.,"1,60 €",https://static.carrefour.es/hd_350x_/img_pim_food/325857_00_1.jpg
Alubia roja categoria extra Luengo 400 g.,"1,67 €",https://static.carrefour.es/hd_350x_/img_pim_food/693620_00_1.jpg
Aceite de oliva virgen Carrefour garrafa 5 l.,"47,50 €",https://static.carrefour.es/hd_350x_/img_pim_food/808632_00_1.jpg
Placas para canelones Gallo 160 g.,"0,94 €",https://static.carrefour.es/hd_350x_/img_pim_food/973416_00_1.jpg
Arroz blanco cocido Classic Carrefour sin gluten pack de 2 unidades de 250 g.,"1,15 €",https://static.carrefour.es/hd_350x_/img_pim_food/099178_00_1.jpg
Pasta tallarin Gallo 450 g.,"1,48 €",https://static.carrefour.es/hd_350x_/img_pim_food/636264_00_1.jpg
Aceite refinado de semillas Abaco 1 l.,"1,94 €",https://static.carrefour.es/hd_350x_/img_pim_food/778993_00_1.jpg
Aceite refinado de girasol especial para freir Carrefour 1 l.,"1,95 €",https://static.carrefour.es/hd_350x_/img_pim_food/947831_00_1.jpg
"Aceite de oliva original 0,4o Carbonell 5 l.","54,90 €",https://static.carrefour.es/hd_350x_/img_pim_food/000015_00_1.jpg
Alubia blanca categoria extra Carrefour 1 kg.,"1,85 €",https://static.carrefour.es/hd_350x_/img_pim_food/717239_00_1.jpg
Salsa kebab Carrefour envase 340 g.,"1,27 €",https://static.carrefour.es/hd_350x_/img_pim_food/389948_00_1.jpg
Macarrones coccion rapida Carrefour 500 g.,"0,73 €",https://static.carrefour.es/hd_350x_/img_pim_food/446550_00_1.jpg
Arroz redondo integral Carrefour 1 kg.,"1,49 €",https://static.carrefour.es/hd_350x_/img_pim_food/689578_00_1.jpg
Bicarbonato sodico alimentario Roca 1 kg.,"1,55 €",https://static.carrefour.es/hd_350x_/img_pim_food/618618_00_1.jpg
Salsa bechamel Classic Carrefour brik 500 ml.,"2,35 €",https://static.carrefour.es/hd_350x_/img_pim_food/301809_00_1.jpg
Fideo no 2 Gallo 450 g.,"1,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/557296_00_1.jpg
Pasta cintas nido al huevo Extra Carrefour 500 g.,"1,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/353796_00_1.jpg
Tomate frito Solis sin gluten pack 2 tarros de 460 g.,"3,75 €",https://static.carrefour.es/hd_350x_/img_pim_food/305012_00_1.jpg
Aceite de oliva virgen extra Carrefour 750 ml.,"8,09 €",https://static.carrefour.es/hd_350x_/img_pim_food/118088_00_1.jpg
Placas para lasana precocidas El Pavo 200 g.,"1,43 €",https://static.carrefour.es/hd_350x_/img_pim_food/036707_00_1.jpg
Tortelloni de 4 quesos al huevo Carrefour 250 g.,"1,69 €",https://static.carrefour.es/hd_350x_/img_pim_food/830111_00_1.jpg
Harina de fuerza de trigo Gallo 1 kg.,"1,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/913327_00_1.jpg
Pasta elicoidale Garofalo 500 g.,"1,70 €",https://static.carrefour.es/hd_350x_/img_pim_food/937006_00_1.jpg
Sal marina fina Carrefour 250 g.,"0,60 €",https://static.carrefour.es/hd_350x_/img_pim_food/234968_00_1.jpg
Tortellini ricotta y espinacas Buitoni 230 g.,"2,79 €",https://static.carrefour.es/hd_350x_/img_pim_food/462937_00_1.jpg
Salsa pesto Carrefour bolsita 140 g.,"1,39 €",https://static.carrefour.es/hd_350x_/img_pim_food/257261_00_1.jpg
Canela molida Carrefour 40 g.,"0,73 €",https://static.carrefour.es/hd_350x_/img_pim_food/851264_00_1.jpg
Radiatori Garofalo 500 g.,"1,70 €",https://static.carrefour.es/hd_350x_/img_pim_food/891429_00_1.jpg
Couscous mediano Classic Carrefour 500 g.,"0,96 €",https://static.carrefour.es/hd_350x_/img_pim_food/099192_00_1.jpg
Salsa de quesos Carrefour sobre 140 g.,"1,13 €",https://static.carrefour.es/hd_350x_/img_pim_food/257248_00_1.jpg
Fideo no0 Gallo 675 g.,"2,15 €",https://static.carrefour.es/hd_350x_/img_pim_food/556094_00_1.jpg
Ketchup Heinz envase 342 g.,"2,89 €",https://static.carrefour.es/hd_350x_/img_pim_food/365932_00_1.jpg
Harina de trigo especial reposteria Original Carrefour 1 kg.,"1,20 €",https://static.carrefour.es/hd_350x_/img_pim_food/253580_00_1.jpg
Laurel Carrefour 10 g.,"0,66 €",https://static.carrefour.es/hd_350x_/img_pim_food/851278_00_1.jpg
Ravioli de carne con verduras Carrefour Extra 250 g.,"1,69 €",https://static.carrefour.es/hd_350x_/img_pim_food/831744_00_1.jpg
Cebolla granulada Carrefour Classic 30 g.,"0,49 €",https://static.carrefour.es/hd_350x_/img_pim_food/318618_00_1.jpg
Salsa ligera con aceite de girasol Carrefour tarro 450 ml.,"1,08 €",https://static.carrefour.es/hd_350x_/img_pim_food/122264_00_1.jpg
Aceite de oliva virgen serie oro Coosur 5 l.,"55,50 €",https://static.carrefour.es/hd_350x_/img_pim_food/484294_00_1.jpg
Garbanzo lechoso categoria extra Carrefour 1 kg.,"2,65 €",https://static.carrefour.es/hd_350x_/img_pim_food/810401_00_1.jpg
Salsa yogur Carrefour envase 300 g.,"1,16 €",https://static.carrefour.es/hd_350x_/img_pim_food/247395_00_1.jpg
Bicarbonato sodico Carrefour 300 g.,"1,10 €",https://static.carrefour.es/hd_350x_/img_pim_food/436546_00_1.jpg
Pasta plumas no 3 Gallo 450 g.,"1,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/636142_00_1.jpg
Salsa calcots Ferrer sin gluten tarro 320 g.,"2,95 €",https://static.carrefour.es/hd_350x_/img_pim_food/174486_00_1.jpg
Salsa original Ligeresa sin lactosa frasco 210 ml.,"1,55 €",https://static.carrefour.es/hd_350x_/img_pim_food/735594_00_1.jpg
Pisto fritada de hortalizas Montey lata 420 g.,"0,73 €",https://static.carrefour.es/hd_350x_/img_pim_food/192791_00_1.jpg
Ketchup Orlando sin gluten envase 300 g.,"1,50 €",https://static.carrefour.es/hd_350x_/img_pim_food/002212_00_1.jpg
Salsa napolitana Carrefour sin gluten tarro 300 g.,"1,40 €",https://static.carrefour.es/hd_350x_/img_pim_food/212863_00_1.jpg
Ketchup 50% menos azucar y sal Heinz envase 550 g.,"4,05 €",https://static.carrefour.es/hd_350x_/img_pim_food/202489_00_1.jpg
Espirales tricolor Carrefour 500 g.,"1,20 €",https://static.carrefour.es/hd_350x_/img_pim_food/124406_00_1.jpg
Gyozas de pollo Vici 400 g.,"4,29 €",https://static.carrefour.es/hd_350x_/img_pim_food/695664_00_1.jpg
Pasta espaguetis no 5 Barilla 500 g.,"1,61 €",https://static.carrefour.es/hd_350x_/img_pim_food/020628_00_1.jpg
Alubia pinta categoria extra Carrefour 1 kg.,"2,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/811358_00_1.jpg
Alubia pinta cocida Carrefour 400 g.,"1,06 €",https://static.carrefour.es/hd_350x_/img_pim_food/551493_00_1.jpg
Salsa de soja Heinz botella 150 ml.,"3,25 €",https://static.carrefour.es/hd_350x_/img_pim_food/003068_00_1.jpg
Arroz integral con quinoa para microondas Brillante pack de 2 unidades de 125 g.,"1,52 €",https://static.carrefour.es/hd_350x_/img_pim_food/891422_00_1.jpg
Ravioli carne al brasato Buitoni 230 g.,"2,79 €",https://static.carrefour.es/hd_350x_/img_pim_food/462934_00_1.jpg
Arroz Nomen 1 kg.,"1,93 €",https://static.carrefour.es/hd_350x_/img_pim_food/016303_00_1.jpg
Aceite de oliva virgen extra Aromas del Sur 5 l.,"47,20 €",https://static.carrefour.es/hd_350x_/img_pim_food/596057_00_1.jpg
Powerade Citrus con tapon sport botella 50 cl.,"1,45 €",https://static.carrefour.es/hd_350x_/img_pim_food/394779_00_1.jpg
Pimenton dulce Carrefour Classic 45 g.,"0,80 €",https://static.carrefour.es/hd_350x_/img_pim_food/851262_00_1.jpg
Arroz integral Sos 1 kg.,"2,05 €",https://static.carrefour.es/hd_350x_/img_pim_food/052162_00_1.jpg
Aceite de oliva virgen extra Carrefour 500 ml.,"5,95 €",https://static.carrefour.es/hd_350x_/img_pim_food/010629_00_1.jpg
Harina de trigo de fuerza Original Carrefour 1 kg.,"0,99 €",https://static.carrefour.es/hd_350x_/img_pim_food/034420_00_1.jpg
